,anot,date,start_time,end_time,event_no,D001,D002,D004,ENTERHOME,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,c,duration,weekday,season
102,Relax,2010-11-07 00:00:00.000000,2020-05-14 08:33:29.567686,2020-05-14 08:36:46.481578,103.0,,,,,,,,,,,,,19.0,,,1.0,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:03:16.913892000,Sunday,autumn
103,Work,2010-11-07 00:00:00.000000,2020-05-14 08:44:12.245569,2020-05-14 08:45:56.975464,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,2.0,1.0,,,,,0 days 00:01:44.729895000,Sunday,autumn
104,Relax,2010-11-07 00:00:00.000000,2020-05-14 10:31:45.345624,2020-05-14 11:55:25.556424,105.0,,,,,,,,,,,,,65.0,162.0,,24.0,6.0,,,,,,,5.0,,,,,,,,,,,,,0 days 01:23:40.210800000,Sunday,autumn
105,Meal_Preparation,2010-11-07 00:00:00.000000,2020-05-14 12:03:08.220322,2020-05-14 12:06:32.634226,106.0,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,10.0,4.0,12.0,,0.0,,,,,,,,,,,,0 days 00:03:24.413904000,Sunday,autumn
106,Eating,2010-11-07 00:00:00.000000,2020-05-14 12:08:27.137756,2020-05-14 12:20:17.842926,107.0,,,,,,,,,,,,,,,,,,6.0,,,,,,0.0,,,,,,,,,,,,,0 days 00:11:50.705170000,Sunday,autumn
107,Meal_Preparation,2010-11-07 00:00:00.000000,2020-05-14 12:21:15.765005,2020-05-14 12:23:55.320607,108.0,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,3.0,8.0,12.0,1.0,,,,,,,,,,,,,0 days 00:02:39.555602000,Sunday,autumn
108,Eating,2010-11-07 00:00:00.000000,2020-05-14 12:24:27.722796,2020-05-14 12:30:34.879404,109.0,,,,,,,,,,,,,,,,,,13.0,,,,,,0.0,,,,,,,,,,,,,0 days 00:06:07.156608000,Sunday,autumn
109,Relax,2010-11-07 00:00:00.000000,2020-05-14 12:30:42.297417,2020-05-14 12:38:26.684561,110.0,,,,,,,,,,,,,31.0,28.0,,2.0,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:07:44.387144000,Sunday,autumn
110,Eating,2010-11-07 00:00:00.000000,2020-05-14 12:38:28.188402,2020-05-14 12:54:59.342931,111.0,,,,,,,,,,,,,1.0,,,,1.0,9.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:16:31.154529000,Sunday,autumn
111,Relax,2010-11-07 00:00:00.000000,2020-05-14 13:46:10.826436,2020-05-14 14:12:53.495189,112.0,,,,,,,,,,,,,27.0,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:26:42.668753000,Sunday,autumn
112,Housekeeping,2010-11-07 00:00:00.000000,2020-05-14 14:28:07.712028,2020-05-14 14:33:38.919030,113.0,,,,,,,1.0,,,5.0,2.0,10.0,,,,,,1.0,,,,1.0,,12.0,4.0,3.0,3.0,,,,,,,,8.0,,0 days 00:05:31.207002000,Sunday,autumn
113,Work,2010-11-07 00:00:00.000000,2020-05-14 14:37:13.105518,2020-05-14 14:38:27.639022,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,8.0,1.0,1.0,1.0,,,,0 days 00:01:14.533504000,Sunday,autumn
114,Meal_Preparation,2010-11-07 00:00:00.000000,2020-05-14 14:38:50.283829,2020-05-14 14:40:38.762112,115.0,,,,,,,,,,,,,,,,,,,4.0,1.0,,2.0,6.0,,,,,,,,,,,,,,0 days 00:01:48.478283000,Sunday,autumn
115,Eating,2010-11-07 00:00:00.000000,2020-05-14 14:40:39.524104,2020-05-14 14:42:49.951552,116.0,,,,,,,,,,,,,,,,,1.0,6.0,,,,0.0,,2.0,2.0,,,,,,,,,,,,0 days 00:02:10.427448000,Sunday,autumn
116,Relax,2010-11-07 00:00:00.000000,2020-05-14 14:43:42.669222,2020-05-14 15:08:54.004132,117.0,,,,,,,,,,,,,8.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:25:11.334910000,Sunday,autumn
117,Eating,2010-11-07 00:00:00.000000,2020-05-14 15:10:28.466169,2020-05-14 15:13:19.302832,118.0,,,,,,,,,,,,,,,,,,3.0,,,,0.0,,1.0,,,,,,,,,,,,,0 days 00:02:50.836663000,Sunday,autumn
118,Meal_Preparation,2010-11-07 00:00:00.000000,2020-05-14 15:40:57.803044,2020-05-14 15:41:58.739403,119.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,2.0,6.0,,,,,,,,,,,,,,0 days 00:01:00.936359000,Sunday,autumn
119,Eating,2010-11-07 00:00:00.000000,2020-05-14 15:42:09.462097,2020-05-14 15:55:52.961299,120.0,,,,,,,,,,,,,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,0 days 00:13:43.499202000,Sunday,autumn
120,Relax,2010-11-07 00:00:00.000000,2020-05-14 16:01:50.460408,2020-05-14 16:09:33.513209,121.0,,,,,,,,,,,,,5.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:07:43.052801000,Sunday,autumn
121,Work,2010-11-07 00:00:00.000000,2020-05-14 16:09:55.680423,2020-05-14 16:11:51.257873,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,,,,,0 days 00:01:55.577450000,Sunday,autumn
122,Relax,2010-11-07 00:00:00.000000,2020-05-14 16:14:12.480778,2020-05-14 16:21:40.650047,123.0,,,,,,,,,,,,,15.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:28.169269000,Sunday,autumn
123,Relax,2010-11-07 00:00:00.000000,2020-05-14 16:24:47.272278,2020-05-14 16:45:49.093433,124.0,,,,,,,,,,,,,15.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:21:01.821155000,Sunday,autumn
124,Relax,2010-11-07 00:00:00.000000,2020-05-14 16:48:51.831015,2020-05-14 16:55:25.844854,125.0,,,,,,,,,,,,,5.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:06:34.013839000,Sunday,autumn
125,Relax,2010-11-07 00:00:00.000000,2020-05-14 16:56:12.390314,2020-05-14 17:07:54.232099,126.0,,,,,,,,,,,,,15.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:11:41.841785000,Sunday,autumn
126,Eating,2010-11-07 00:00:00.000000,2020-05-14 17:07:54.817874,2020-05-14 17:12:21.378391,127.0,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,0.0,,,,,,,,,,,,,0 days 00:04:26.560517000,Sunday,autumn
127,Meal_Preparation,2010-11-07 00:00:00.000000,2020-05-14 17:19:51.470105,2020-05-14 17:27:09.394281,128.0,,,,,,,,,,,,,,,,,,,24.0,3.0,5.0,5.0,32.0,1.0,1.0,,,,,,,,,,,,0 days 00:07:17.924176000,Sunday,autumn
128,Meal_Preparation,2010-11-07 00:00:00.000000,2020-05-14 17:29:12.883009,2020-05-14 17:30:23.571486,129.0,,,,,,,,,,,,,,,,,,2.0,4.0,,0.0,10.0,4.0,,,,,,,,,,,,,,0 days 00:01:10.688477000,Sunday,autumn
129,Eating,2010-11-07 00:00:00.000000,2020-05-14 17:30:26.962074,2020-05-14 17:40:44.680561,130.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,0 days 00:10:17.718487000,Sunday,autumn
130,Wash_Dishes,2010-11-07 00:00:00.000000,2020-05-14 17:40:51.493600,2020-05-14 17:46:24.464045,131.0,,,,,,,,,,,,,,,,,,0.0,17.0,,3.0,4.0,24.0,0.0,,,,,,,,,,,,,0 days 00:05:32.970445000,Sunday,autumn
131,Relax,2010-11-07 00:00:00.000000,2020-05-14 17:47:05.005592,2020-05-14 18:15:27.384374,132.0,,,,,,,,,,,,,36.0,,,,3.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:28:22.378782000,Sunday,autumn
132,Relax,2010-11-07 00:00:00.000000,2020-05-14 18:21:42.121099,2020-05-14 19:09:38.725597,133.0,,,,,,,,,,,,,54.0,1.0,,1.0,6.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:47:56.604498000,Sunday,autumn
133,Relax,2010-11-07 00:00:00.000000,2020-05-14 19:19:24.168161,2020-05-14 19:37:57.037867,134.0,,,,,,,,,,,,,11.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:18:32.869706000,Sunday,autumn
134,Work,2010-11-07 00:00:00.000000,2020-05-14 19:52:24.284714,2020-05-14 20:05:57.659947,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,15.0,8.0,0.0,,,,,0 days 00:13:33.375233000,Sunday,autumn
135,Eating,2010-11-07 00:00:00.000000,2020-05-14 20:37:41.433566,2020-05-14 20:40:22.031282,136.0,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:02:40.597716000,Sunday,autumn
136,Relax,2010-11-07 00:00:00.000000,2020-05-14 20:40:41.059492,2020-05-14 21:48:13.670930,137.0,,,,,,,,,,,,,134.0,2.0,,,6.0,0.0,,,,,,6.0,,,,,,,,,,,,,0 days 01:07:32.611438000,Sunday,autumn
137,Relax,2010-11-07 00:00:00.000000,2020-05-14 21:52:18.085613,2020-05-14 21:59:36.950596,138.0,,,,,,,,,,,,,15.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:18.864983000,Sunday,autumn
138,Relax,2010-11-07 00:00:00.000000,2020-05-14 22:00:40.970590,2020-05-14 22:48:22.888839,139.0,,,,,,,,,,,,,33.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:47:41.918249000,Sunday,autumn
139,Relax,2010-11-07 00:00:00.000000,2020-05-14 22:59:09.336003,2020-05-14 23:45:22.614992,140.0,,,,,,,,,,,,,22.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:46:13.278989000,Sunday,autumn
140,Sleeping,2010-11-08 00:00:00.000000,2020-05-14 23:52:03.472616,2020-05-14 05:39:57.034884,141.0,,,,,,7.0,38.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +05:47:53.562268000,Monday,autumn
141,Bed_to_Toilet,2010-11-08 00:00:00.000000,2020-05-14 05:40:10.556874,2020-05-14 05:43:15.104099,142.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:03:04.547225000,Monday,autumn
142,Sleeping,2010-11-08 00:00:00.000000,2020-05-14 05:43:34.195173,2020-05-14 08:06:37.384531,143.0,,,,,,3.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 02:23:03.189358000,Monday,autumn
143,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 08:15:47.321559,2020-05-14 08:19:26.447207,144.0,,,,,,,,,,,,,,,,,,,8.0,,9.0,3.0,12.0,,,,,,,,,,,,,,0 days 00:03:39.125648000,Monday,autumn
144,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 08:20:36.140671,2020-05-14 08:21:33.423258,145.0,,,,,,,,,,,,,,,,,,,5.0,,,3.0,6.0,1.0,,,,,,,,,,,,,0 days 00:00:57.282587000,Monday,autumn
145,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 08:21:52.027222,2020-05-14 08:34:43.849446,146.0,,,,,,,,,,,,,,,,,,3.0,22.0,7.0,15.0,12.0,37.0,,,,,,,,,,,,,,0 days 00:12:51.822224000,Monday,autumn
146,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 08:35:53.829504,2020-05-14 08:39:50.879863,147.0,,,,,,,,,,,,,,,,,,,8.0,1.0,4.0,7.0,13.0,,,,,,,,,,,,,,0 days 00:03:57.050359000,Monday,autumn
147,Relax,2010-11-08 00:00:00.000000,2020-05-14 08:40:00.630047,2020-05-14 09:03:09.618666,148.0,,,,,,,,,,,,,36.0,,,,4.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:23:08.988619000,Monday,autumn
148,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 09:03:53.428128,2020-05-14 09:09:41.074812,149.0,,,,,,,,,,,,,,,,,,,20.0,3.0,4.0,8.0,32.0,,,,,,,,,,,,,,0 days 00:05:47.646684000,Monday,autumn
149,Relax,2010-11-08 00:00:00.000000,2020-05-14 09:10:05.478644,2020-05-14 09:20:37.475994,150.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:10:31.997350000,Monday,autumn
150,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 09:37:57.316784,2020-05-14 09:38:53.450049,151.0,,,,,,,,,,,,,,,,,,,5.0,,1.0,3.0,6.0,0.0,0.0,,,,,,,,,,,,0 days 00:00:56.133265000,Monday,autumn
151,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 09:42:56.714714,2020-05-14 09:44:21.161121,152.0,,,,,,,,,,,,,,,,,,,6.0,,1.0,2.0,7.0,1.0,,,,,,,,,,,,,0 days 00:01:24.446407000,Monday,autumn
152,Relax,2010-11-08 00:00:00.000000,2020-05-14 09:49:03.443739,2020-05-14 10:02:39.850030,153.0,,,,,,,,,,,,,39.0,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:13:36.406291000,Monday,autumn
153,Eating,2010-11-08 00:00:00.000000,2020-05-14 10:03:57.812263,2020-05-14 10:25:05.916114,154.0,,,,,,,,,,,,,,,,,,33.0,,,,,,0.0,,,,,,,,,,,,,0 days 00:21:08.103851000,Monday,autumn
154,Eating,2010-11-08 00:00:00.000000,2020-05-14 10:28:50.009598,2020-05-14 10:38:29.221668,155.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,0 days 00:09:39.212070000,Monday,autumn
155,Eating,2010-11-08 00:00:00.000000,2020-05-14 11:28:52.984094,2020-05-14 11:31:46.985583,156.0,,,,,,,,,,,,,,,,,,19.0,,,,,,0.0,,,,,,,,,,,,,0 days 00:02:54.001489000,Monday,autumn
156,Leave_Home,2010-11-08 00:00:00.000000,2020-05-14 11:42:48.328875,2020-05-14 11:43:03.215384,157.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0 days 00:00:14.886509000,Monday,autumn
157,Enter_Home,2010-11-08 00:00:00.000000,2020-05-14 11:44:23.962214,2020-05-14 11:44:32.517563,158.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0 days 00:00:08.555349000,Monday,autumn
158,Leave_Home,2010-11-08 00:00:00.000000,2020-05-14 11:44:42.262616,2020-05-14 11:44:48.645910,159.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:06.383294000,Monday,autumn
159,Enter_Home,2010-11-08 00:00:00.000000,2020-05-14 11:45:44.937428,2020-05-14 11:45:48.932829,160.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:03.995401000,Monday,autumn
160,Leave_Home,2010-11-08 00:00:00.000000,2020-05-14 11:46:08.320128,2020-05-14 11:46:08.702748,161.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:00.382620000,Monday,autumn
161,Enter_Home,2010-11-08 00:00:00.000000,2020-05-14 13:46:28.653650,2020-05-14 13:46:43.441837,162.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0 days 00:00:14.788187000,Monday,autumn
162,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 13:58:31.614718,2020-05-14 14:00:25.826350,163.0,,,,,,,,,,,,,,,,,,1.0,6.0,3.0,1.0,4.0,13.0,,0.0,,,,,,,,,,,,0 days 00:01:54.211632000,Monday,autumn
163,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 14:05:26.487056,2020-05-14 14:06:07.105189,164.0,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,0 days 00:00:40.618133000,Monday,autumn
164,Eating,2010-11-08 00:00:00.000000,2020-05-14 14:06:15.423694,2020-05-14 14:16:31.421845,165.0,,,,,,,,,,,,,,,,,,40.0,,,,0.0,,,,,,,,,,,,,,,0 days 00:10:15.998151000,Monday,autumn
165,Wash_Dishes,2010-11-08 00:00:00.000000,2020-05-14 14:16:39.751108,2020-05-14 14:17:13.045627,166.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,0 days 00:00:33.294519000,Monday,autumn
166,Relax,2010-11-08 00:00:00.000000,2020-05-14 14:18:33.193917,2020-05-14 14:59:16.199489,167.0,,,,,,,,,,,,,49.0,,,,6.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:40:43.005572000,Monday,autumn
167,Relax,2010-11-08 00:00:00.000000,2020-05-14 15:20:18.461944,2020-05-14 16:14:22.236456,168.0,,,,,,,,,,,,,21.0,1.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:54:03.774512000,Monday,autumn
168,Housekeeping,2010-11-08 00:00:00.000000,2020-05-14 16:31:39.516294,2020-05-14 16:40:02.500047,169.0,,,,,2.0,,,5.0,7.0,4.0,14.0,5.0,,,,1.0,4.0,7.0,,,,,,18.0,11.0,3.0,4.0,1.0,1.0,1.0,,3.0,1.0,,5.0,,0 days 00:08:22.983753000,Monday,autumn
169,Leave_Home,2010-11-08 00:00:00.000000,2020-05-14 16:42:31.016250,2020-05-14 16:42:35.689572,170.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.673322000,Monday,autumn
170,Enter_Home,2010-11-08 00:00:00.000000,2020-05-14 16:56:49.231873,2020-05-14 16:56:54.053092,171.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.821219000,Monday,autumn
171,Work,2010-11-08 00:00:00.000000,2020-05-14 17:09:23.081480,2020-05-14 17:10:17.865662,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8.0,6.0,0.0,,,,,0 days 00:00:54.784182000,Monday,autumn
172,Leave_Home,2010-11-08 00:00:00.000000,2020-05-14 17:25:02.276922,2020-05-14 17:25:15.349142,173.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,0 days 00:00:13.072220000,Monday,autumn
173,Enter_Home,2010-11-08 00:00:00.000000,2020-05-14 17:33:06.880179,2020-05-14 17:33:11.712821,174.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.832642000,Monday,autumn
174,Work,2010-11-08 00:00:00.000000,2020-05-14 17:33:30.221051,2020-05-14 17:39:13.418769,175.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,12.0,8.0,1.0,1.0,1.0,,,0 days 00:05:43.197718000,Monday,autumn
175,Work,2010-11-08 00:00:00.000000,2020-05-14 17:45:21.119754,2020-05-14 18:04:32.995470,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,,,,,0 days 00:19:11.875716000,Monday,autumn
176,Relax,2010-11-08 00:00:00.000000,2020-05-14 18:06:26.507968,2020-05-14 18:40:25.094190,177.0,,,,,,,,,,,,,15.0,,,,3.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:33:58.586222000,Monday,autumn
177,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 18:40:52.068229,2020-05-14 18:43:17.280042,178.0,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,8.0,4.0,4.0,,0.0,,,,,,,,,,,,0 days 00:02:25.211813000,Monday,autumn
178,Meal_Preparation,2010-11-08 00:00:00.000000,2020-05-14 18:44:08.460750,2020-05-14 18:44:52.960217,179.0,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,6.0,5.0,1.0,,,,,,,,,,,,,0 days 00:00:44.499467000,Monday,autumn
179,Eating,2010-11-08 00:00:00.000000,2020-05-14 18:45:02.388028,2020-05-14 18:54:49.472404,180.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,0 days 00:09:47.084376000,Monday,autumn
180,Relax,2010-11-08 00:00:00.000000,2020-05-14 18:58:10.053754,2020-05-14 19:17:19.538665,181.0,,,,,,,,,,,,,8.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0 days 00:19:09.484911000,Monday,autumn
181,Relax,2010-11-08 00:00:00.000000,2020-05-14 19:21:17.883388,2020-05-14 19:45:44.601851,182.0,,,,,,,,,,,,,14.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:24:26.718463000,Monday,autumn
182,Relax,2010-11-08 00:00:00.000000,2020-05-14 19:47:01.937473,2020-05-14 19:57:05.446521,183.0,,,,,,,,,,,,,15.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:10:03.509048000,Monday,autumn
183,Relax,2010-11-08 00:00:00.000000,2020-05-14 20:02:16.080666,2020-05-14 20:40:25.745047,184.0,,,,,,,,,,,,,21.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:38:09.664381000,Monday,autumn
184,Relax,2010-11-08 00:00:00.000000,2020-05-14 20:44:26.445802,2020-05-14 22:11:51.071913,185.0,,,,,,,,,,,,,52.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,0 days 01:27:24.626111000,Monday,autumn
185,Relax,2010-11-08 00:00:00.000000,2020-05-14 22:24:17.734292,2020-05-14 23:28:40.180020,186.0,,,,,,,,,,,,,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0 days 01:04:22.445728000,Monday,autumn
186,Relax,2010-11-08 00:00:00.000000,2020-05-14 23:36:00.016296,2020-05-14 23:44:58.534781,187.0,,,,,,,,,,,,,16.0,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:08:58.518485000,Monday,autumn
187,Sleeping,2010-11-09 00:00:00.000000,2020-05-14 23:54:38.878674,2020-05-14 00:30:28.196151,188.0,,,,,,,19.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +00:35:49.317477000,Tuesday,autumn
188,Bed_to_Toilet,2010-11-09 00:00:00.000000,2020-05-14 00:30:32.314798,2020-05-14 00:32:54.868485,189.0,,,,,,,,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:22.553687000,Tuesday,autumn
189,Sleeping,2010-11-09 00:00:00.000000,2020-05-14 00:33:12.725408,2020-05-14 05:31:19.687641,190.0,,,,,,8.0,21.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 04:58:06.962233000,Tuesday,autumn
190,Bed_to_Toilet,2010-11-09 00:00:00.000000,2020-05-14 05:31:30.888221,2020-05-14 05:34:08.785188,191.0,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:37.896967000,Tuesday,autumn
191,Sleeping,2010-11-09 00:00:00.000000,2020-05-14 05:34:57.482141,2020-05-14 08:39:58.539925,192.0,,,,,,3.0,14.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:05:01.057784000,Tuesday,autumn
192,Meal_Preparation,2010-11-09 00:00:00.000000,2020-05-14 08:46:52.121832,2020-05-14 08:55:17.958017,193.0,,,,,,,,,,,,,,,,,,1.0,27.0,,5.0,4.0,43.0,,,,,,,,,,,,,,0 days 00:08:25.836185000,Tuesday,autumn
193,Meal_Preparation,2010-11-09 00:00:00.000000,2020-05-14 08:57:28.472460,2020-05-14 09:01:03.067124,194.0,,,,,,,,,,,,,,,,,,,6.0,,5.0,4.0,17.0,,,,,,,,,,,,,,0 days 00:03:34.594664000,Tuesday,autumn
194,Meal_Preparation,2010-11-09 00:00:00.000000,2020-05-14 09:02:03.915682,2020-05-14 09:11:00.465309,195.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,29.0,4.0,8.0,8.0,34.0,1.0,,,,,,,,,,,,,0 days 00:08:56.549627000,Tuesday,autumn
195,Relax,2010-11-09 00:00:00.000000,2020-05-14 09:11:50.019671,2020-05-14 09:23:22.517607,196.0,,,,,,,,,,,,,46.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:11:32.497936000,Tuesday,autumn
196,Relax,2010-11-09 00:00:00.000000,2020-05-14 09:27:43.724896,2020-05-14 09:38:41.843040,197.0,,,,,,,,,,,,,18.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:10:58.118144000,Tuesday,autumn
197,Meal_Preparation,2010-11-09 00:00:00.000000,2020-05-14 09:49:07.927580,2020-05-14 09:52:37.692325,198.0,,,,,,,,,,,,,,,,,,,16.0,1.0,4.0,7.0,20.0,0.0,1.0,,,,,,,,,,,,0 days 00:03:29.764745000,Tuesday,autumn
198,Meal_Preparation,2010-11-09 00:00:00.000000,2020-05-14 09:53:25.100183,2020-05-14 09:54:00.365887,199.0,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,0 days 00:00:35.265704000,Tuesday,autumn
199,Housekeeping,2010-11-09 00:00:00.000000,2020-05-14 10:12:07.503478,2020-05-14 10:13:40.175418,200.0,,,,,,,,,2.0,2.0,2.0,2.0,,1.0,,1.0,2.0,2.0,,,,,,5.0,1.0,,,,,,,,,,3.0,,0 days 00:01:32.671940000,Tuesday,autumn
200,Relax,2010-11-09 00:00:00.000000,2020-05-14 10:13:43.883190,2020-05-14 10:18:03.913558,201.0,,,,,,,,,,,,,29.0,1.0,,,2.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:04:20.030368000,Tuesday,autumn
201,Relax,2010-11-09 00:00:00.000000,2020-05-14 10:19:13.389044,2020-05-14 10:23:28.722459,202.0,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,0 days 00:04:15.333415000,Tuesday,autumn
202,Housekeeping,2010-11-09 00:00:00.000000,2020-05-14 10:24:01.271014,2020-05-14 11:32:39.604103,203.0,,,,,2.0,,2.0,21.0,29.0,21.0,50.0,25.0,5.0,4.0,,4.0,4.0,14.0,8.0,1.0,2.0,10.0,9.0,38.0,21.0,3.0,,,,,,,,,3.0,,0 days 01:08:38.333089000,Tuesday,autumn
203,Leave_Home,2010-11-09 00:00:00.000000,2020-05-14 11:34:08.955554,2020-05-14 11:34:14.011124,204.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:05.055570000,Tuesday,autumn
204,Enter_Home,2010-11-09 00:00:00.000000,2020-05-14 11:36:36.675812,2020-05-14 11:36:41.283918,205.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.608106000,Tuesday,autumn
205,Leave_Home,2010-11-09 00:00:00.000000,2020-05-14 11:41:42.069308,2020-05-14 11:41:46.482382,206.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.413074000,Tuesday,autumn
206,Enter_Home,2010-11-09 00:00:00.000000,2020-05-14 13:47:23.047404,2020-05-14 13:47:28.062445,207.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0 days 00:00:05.015041000,Tuesday,autumn
